,gene.id,symbol
727,10003839076.Gm19009,Gm19009
728,10003839551.Gm11873,Gm11873
729,10002903329.Amn,Amn
730,10003841910.Gm22549,Gm22549
731,10002907304.Ramp3,Ramp3
732,10002925369.Csf1,Csf1
733,10002900818.Cyp4a32,Cyp4a32
734,10002905105.Atp2c1,Atp2c1
735,10002907786.Vmn1r100,Vmn1r100
736,10002908774.Map6d1,Map6d1
737,498719.Grpel1,Grpel1
738,10004035406.D830044D21Rik,D830044D21Rik
739,10002927502.Gm13518,Gm13518
740,502376.Tomm6,Tomm6
741,10002931467.Gm13217,Gm13217
742,10002926713.Gm12576,Gm12576
743,504917.Nudt21,Nudt21
744,499278.2310001K24Rik,2310001K24Rik
745,508574.Otud3,Otud3
746,10002902277.Strip1,Strip1
747,512491.Xkr4,Xkr4
748,511961.Fgfr2,Fgfr2
749,10003835794.Med15,Med15
750,10003837999.4930545H06Rik,4930545H06Rik
751,10003844857.Mef2a,Mef2a
752,514487.Arid2,Arid2
753,10004037520.Tcf7l2,Tcf7l2
754,10002913976.Gm14048,Gm14048
755,10003844712.Egln1,Egln1
756,10002916565.Itga11,Itga11
757,10004036003.Muc5ac,Muc5ac
758,10002927684.Wipf1,Wipf1
759,510451.Nr0b1,Nr0b1
760,515817.Arf2,Arf2
761,10002904088.Frs3os,Frs3os
762,10002907207.Ccdc33,Ccdc33
763,10003838264.Wfdc10,Wfdc10
764,10003838824.6430503K07Rik,6430503K07Rik
765,508604.Defb2,Defb2
766,10002900533.Gtpbp8,Gtpbp8
767,512292.Kdf1,Kdf1
768,511314.Aqp9,Aqp9
769,10002932821.Mindy2,Mindy2
770,509351.Pax5,Pax5
771,10004036123.Olfr968,Olfr968
772,10003845536.Smarcal1,Smarcal1
773,502767.Cenph,Cenph
774,10003842451.Pou2f2,Pou2f2
775,514110.8430429K09Rik,8430429K09Rik
776,501460.Duxbl1,Duxbl1
777,501925.Gbx2,Gbx2
778,499873.Nars,Nars
779,10002919392.Tipin,Tipin
780,10003842746.Gm43405,Gm43405
781,511523.Csad,Csad
782,10004033790.5830416I19Rik,5830416I19Rik
783,10002902068.Slc49a4,Slc49a4
784,10002910717.Gm8826,Gm8826
785,505535.Synpo,Synpo
786,1365854.Uty,Uty
787,591786.Vps26a,Vps26a
788,514557.Gm40797,Gm40797
789,10002902297.Pknox2,Pknox2
790,10003114930.Lrp1b,Lrp1b
791,10003843016.Dcc,Dcc
792,519853.4930543N07Rik,4930543N07Rik
793,10003841626.Frrs1,Frrs1
794,503813.Gopc,Gopc
795,10003840286.Fzd3,Fzd3
796,10004033338.H2bc13,H2bc13
797,497704.Kif5a,Kif5a
798,10002904940.Tnfrsf14,Tnfrsf14
799,501415.Edn1,Edn1
800,509466.Kcna1,Kcna1
801,10004036073.Tmem52,Tmem52
802,10002897832.Ccdc33,Ccdc33
803,10003842285.4933405E24Rik,4933405E24Rik
804,10004035297.Pik3ca,Pik3ca
805,10003836197.D11Bhm181e,D11Bhm181e
806,10004038067.Olfr1275,Olfr1275
807,10002946061.Ptprb,Ptprb
808,10003838511.Gm17033,Gm17033
809,10002905157.P4ha1,P4ha1
810,10002915863.Slc35g2,Slc35g2
811,503517.Gm24565,Gm24565
812,515502.Eif3i,Eif3i
813,10002905285.Swt1,Swt1
814,517455.Mrpl40,Mrpl40
815,10002909646.Zfp831,Zfp831
816,10002902304.Evi5,Evi5
817,10002899951.Tnks,Tnks
818,10002946719.B4galnt3,B4galnt3
819,509632.Nlrp5-ps,Nlrp5-ps
820,10002909665.Arid1b,Arid1b
821,1475420.Trim80,Trim80
822,10002896915.Gm7560,Gm7560
823,512390.Stk10,Stk10
824,10004033354.4933427D14Rik,4933427D14Rik
825,10002918098.Tmem160,Tmem160
826,10002912267.Tubgcp3,Tubgcp3
827,10002905142.Olfr352,Olfr352
828,511211.Gpr160,Gpr160
829,10003114494.Bid,Bid
830,510205.4933426B08Rik,4933426B08Rik
831,10004036017.Vmn1r73,Vmn1r73
832,10003843266.Umad1,Umad1
833,10002911665.Smpd2,Smpd2
834,516406.Ccdc50,Ccdc50
835,10003841678.Mrps28,Mrps28
836,509321.2700046A07Rik,2700046A07Rik
837,506113.Tctn3,Tctn3
838,497776.Mtm1,Mtm1
839,10002950153.Pcdhb5,Pcdhb5
840,10003838475.Gm19696,Gm19696
841,10003844435.Gm35330,Gm35330
842,10003843022.Retreg1,Retreg1
843,10004035062.Gm1826,Gm1826
844,511942.Cdhr2,Cdhr2
845,514258.Epn2,Epn2
846,10003844322.Vipas39,Vipas39
847,504892.Ehhadh,Ehhadh
848,515810.Mettl21a,Mettl21a
849,10002927212.Macrod2os1,Macrod2os1
850,10004034536.Gpr68,Gpr68
851,518644.Hells,Hells
852,10002907977.Plekha7,Plekha7
853,10003844761.4933439N14Rik,4933439N14Rik
854,10002943320.4732414G09Rik,4732414G09Rik
855,500626.Stc2,Stc2
856,504081.2010110G14Rik,2010110G14Rik
857,10004037868.Dcbld2,Dcbld2
858,10004034233.4930412M03Rik,4930412M03Rik
859,10004036992.Olfr952,Olfr952
860,10002906857.Hipk4,Hipk4
861,10003843209.Gm32468,Gm32468
862,10002942625.Mecp2,Mecp2
863,10002912467.Gm9614,Gm9614
864,507698.Zzef1,Zzef1
865,10002930424.Mmp28,Mmp28
866,10002942517.Gm14653,Gm14653
867,10004034980.Sprr2e,Sprr2e
868,10002929789.Gm20056,Gm20056
869,10004038010.Usp17ld,Usp17ld
870,10003117748.Xrcc2,Xrcc2
871,10003846041.Gm4949,Gm4949
872,10002937395.A830052D11Rik,A830052D11Rik
873,509520.St3gal6,St3gal6
874,10002932198.Gpr61,Gpr61
875,519008.Clk1,Clk1
876,10002919285.Setd7,Setd7
877,10002918921.Gm5100,Gm5100
878,10004036973.Vmn2r90,Vmn2r90
879,10002907595.4930519G04Rik,4930519G04Rik
880,10002951257.B230334C09Rik,B230334C09Rik
881,10002927071.Gm14767,Gm14767
882,10004033194.Vmn1r80,Vmn1r80
883,10003837997.Aig1,Aig1
884,10003842279.Gm10129,Gm10129
885,499799.Gm50072,Gm50072
886,10002948595.Defb48,Defb48
887,10004034645.Ttll1,Ttll1
888,10002937115.5033421B08Rik,5033421B08Rik
889,10002678343.Pcdhb18,Pcdhb18
890,515758.6030443J06Rik,6030443J06Rik
891,10003842419.Gm35608,Gm35608
892,10004037646.Olfr503,Olfr503
893,503815.Nrg4,Nrg4
894,10004037099.E230025N22Rik,E230025N22Rik
895,10002939472.Gm7429,Gm7429
896,10004037375.Olfr1152,Olfr1152
897,502882.Trpm2,Trpm2
898,514974.Mast2,Mast2
899,10003844064.Zfand3,Zfand3
900,10002918484.St8sia6,St8sia6
901,506737.Bcl2l13,Bcl2l13
902,10002916003.Slc38a7,Slc38a7
903,516224.Cbr2,Cbr2
904,10004033686.Gm38410,Gm38410
905,10002911914.Snrnp35,Snrnp35
906,10002902173.Slc45a3,Slc45a3
907,504868.Zc3h18,Zc3h18
908,518542.Pet100,Pet100
909,500188.Trappc9,Trappc9
910,10002912819.Gm38151,Gm38151
911,10004034146.Nutf2-ps2,Nutf2-ps2
912,10002927318.Olfr1010,Olfr1010
913,10002905654.Olfr1145,Olfr1145
914,10002902178.Ctcfl,Ctcfl
915,10003842660.Tnmd,Tnmd
916,507149.Retsat,Retsat
917,10003836842.Igkv10-96,Igkv10-96
918,10002906688.Adam26b,Adam26b
919,502599.Kif5b,Kif5b
920,501602.4930551I15Rik,4930551I15Rik
921,10002910287.Mtcl1,Mtcl1
922,10004035897.Zfp398,Zfp398
923,10002937317.Gm15408,Gm15408
924,512238.Dmrtb1,Dmrtb1
925,10002915363.Tspan1,Tspan1
926,10002906843.Klk11,Klk11
927,10003842830.Sptan1,Sptan1
928,10003835795.Rpl21-ps5,Rpl21-ps5
929,10004035903.Cnnm1,Cnnm1
930,517087.Glp1r,Glp1r
931,10004035954.Olfr146,Olfr146
932,10003842234.Gm49259,Gm49259
933,10002947753.Trim30c,Trim30c
934,10002915382.Apex2,Apex2
935,10004034912.Zfp407,Zfp407
936,515594.Abhd14a,Abhd14a
937,10003845210.Gm38007,Gm38007
938,518301.Lmo1,Lmo1
939,10003842333.4930517E14Rik,4930517E14Rik
940,1008711.Cd200,Cd200
941,517748.Gm15532,Gm15532
942,10004038066.Rad54b,Rad54b
943,10002924739.Map4k3,Map4k3
944,10002899974.Upk2,Upk2
945,10002907889.Rdh19,Rdh19
946,10004035308.Cd200r4,Cd200r4
947,10002922289.Gm29784,Gm29784
948,10003836146.Gm4810,Gm4810
949,10004035587.Olfr1408,Olfr1408
950,509952.Camsap2,Camsap2
951,498153.Mettl1,Mettl1
952,10002901651.Eif3s6-ps2,Eif3s6-ps2
953,10002926019.Syt10,Syt10
954,10004038181.Etd,Etd
955,10003835801.Kalrn,Kalrn
956,513465.Tshr,Tshr
957,10002907112.Gm12792,Gm12792
958,10002913993.Dbp,Dbp
959,513005.Cxcl2,Cxcl2
960,10002914770.Gm7189,Gm7189
961,513124.Glb1l,Glb1l
962,499228.Cyp2b10,Cyp2b10
963,10002938816.Gm7785,Gm7785
964,10004035423.Rpl10a-ps1,Rpl10a-ps1
965,10002907608.Lrcol1,Lrcol1
966,509542.Thbs4,Thbs4
967,10004034833.Fam89b,Fam89b
968,10002678351.Ehd2,Ehd2
969,10003841056.Gm5324,Gm5324
970,514454.Prkg1,Prkg1
971,10002912752.Igkv4-54,Igkv4-54
972,10003842588.Kcna5,Kcna5
973,10004035146.H2ac21,H2ac21
974,502016.Ddx10,Ddx10
975,10004034426.Zfp799,Zfp799
976,10002911708.Alpk2,Alpk2
977,505843.Ripor2,Ripor2
978,10004034894.Myo3b,Myo3b
979,510364.Adm,Adm
980,10002908079.Yipf1,Yipf1
981,10004034423.Vmn1r57,Vmn1r57
982,502935.Tmem168,Tmem168
983,10002910675.Fbxo5,Fbxo5
984,503216.Mphosph9,Mphosph9
985,516459.Pgam2,Pgam2
986,10002908270.Srebf1,Srebf1
987,10002939990.Olfr1267-ps1,Olfr1267-ps1
988,10002926948.Tas2r109,Tas2r109
989,10002926492.Mapkap1,Mapkap1
990,506593.Tspan13,Tspan13
991,10003838228.Golim4,Golim4
992,10004033249.Tmem44,Tmem44
993,503723.Olfr2,Olfr2
994,509606.Snx4,Snx4
995,503006.4933406L23Rik,4933406L23Rik
996,10004038401.Tmem88b,Tmem88b
997,10002918460.Gm11892,Gm11892
998,10003845116.Gm11936,Gm11936
999,10003837809.Gm12200,Gm12200
1000,10002950923.Zfp146,Zfp146
1001,1488171.Dhrs3,Dhrs3
1002,507971.5033403F01Rik,5033403F01Rik
1003,10002949339.Gm13986,Gm13986
1004,519529.Tanc1,Tanc1
1005,10002900305.Hat1,Hat1
1006,10004033849.Olfr1221,Olfr1221
1007,515753.Tgm3,Tgm3
1008,10004033756.Pgp,Pgp
1009,10002907913.Meis2,Meis2
1010,10002896169.9130208D14Rik,9130208D14Rik
1011,10004037886.Vmn2r94,Vmn2r94
1012,10002896182.Gm10179,Gm10179
1013,502042.Tmprss15,Tmprss15
1014,10004036980.Olfr527,Olfr527
1015,518661.Sh2b3,Sh2b3
1016,10002907481.Pura,Pura
1017,10003837765.Gm47728,Gm47728
1018,1364790.Mtpn,Mtpn
1019,10004036217.Olfr866,Olfr866
1020,499555.Zyx,Zyx
1021,10003838428.Gm16863,Gm16863
1022,512191.Kdm3a,Kdm3a
1023,10003844941.Gm5867,Gm5867
1024,10002936166.Gm24150,Gm24150
1025,10003843425.Gm5835,Gm5835
1026,10003842813.Gm17213,Gm17213
1027,10004038249.Gm26839,Gm26839
1028,10002914363.Atp4b,Atp4b
1029,513830.1700027A07Rik,1700027A07Rik
1030,10003837175.Gm7061,Gm7061
1031,513759.4933431K23Rik,4933431K23Rik
1032,10003845792.Gm21811,Gm21811
1033,10004035782.Olfr922,Olfr922
1034,10002937793.Gm16429,Gm16429
1035,10002917170.Tcp11l2,Tcp11l2
1036,10002172832.Mbp,Mbp
1037,10004033138.Pcsk1n,Pcsk1n
1038,502383.1700084C06Rik,1700084C06Rik
1039,591722.Gm13772,Gm13772
1040,10002916370.Gm43909,Gm43909
1041,10002901244.Cnst,Cnst
1042,10002902443.A130010J15Rik,A130010J15Rik
1043,508700.Dpysl3,Dpysl3
1044,10002927514.Gm23626,Gm23626
1045,497987.Slc22a21,Slc22a21
1046,502157.Cradd,Cradd
1047,10002935809.Hivep3,Hivep3
1048,10004035512.Pakap,Pakap
1049,10003836320.F630206G17Rik,F630206G17Rik
1050,10004033469.Olfr1388,Olfr1388
1051,10002902587.Klhl9,Klhl9
1052,502639.Psd,Psd
1053,500741.Scp2d1,Scp2d1
1054,10003836920.Gm12378,Gm12378
1055,509964.Serpinb10,Serpinb10
1056,10003842636.Vmn1r2,Vmn1r2
1057,512124.Aatf,Aatf
1058,10002921610.Itgb8,Itgb8
1059,10003843939.Gm27878,Gm27878
1060,516325.Syk,Syk
1061,517795.Pon1,Pon1
1062,10002914783.Ighv1-15,Ighv1-15
1063,504197.4933417C20Rik,4933417C20Rik
1064,10002943602.Gm9898,Gm9898
1065,10002906784.Gm13730,Gm13730
1066,10003842756.Gm18491,Gm18491
1067,515383.Rabl3,Rabl3
1068,508020.Rab26os,Rab26os
1069,10002910243.Vmn1r85,Vmn1r85
1070,10002919425.Ccnb1ip1,Ccnb1ip1
1071,10002916576.Ccsap,Ccsap
1072,10003843089.Siah3,Siah3
1073,10002897660.Commd3,Commd3
1074,506609.Slit2,Slit2
1075,10002903918.Rxrg,Rxrg
1076,10004037167.Olfr1201,Olfr1201
1077,10002896845.Olfr491,Olfr491
1078,10002944801.Gm48545,Gm48545
1079,503525.Add1,Add1
1080,10002904427.Vash2,Vash2
1081,10002906488.4930412O13Rik,4930412O13Rik
1082,10003838704.Zdhhc21,Zdhhc21
1083,1015165.Lgals3,Lgals3
1084,10003844740.Ncoa7,Ncoa7
1085,10002907766.Abo,Abo
1086,505050.Gstz1,Gstz1
1087,10002940082.Naaladl2,Naaladl2
1088,10002896597.C1s1,C1s1
1089,10003837708.Atxn7l1os2,Atxn7l1os2
1090,10003836619.Zfp658,Zfp658
1091,508618.Aldh7a1,Aldh7a1
1092,515022.Gm10683,Gm10683
1093,10004033193.Olfr584,Olfr584
1094,10002678887.Retnla,Retnla
1095,10002907718.Srbd1,Srbd1
1096,10002924754.1700126A01Rik,1700126A01Rik
1097,502312.Foxq1,Foxq1
1098,10004037127.Nt5c3b,Nt5c3b
1099,504641.Gm35912,Gm35912
1100,10002931863.Vmn2r-ps127,Vmn2r-ps127
1101,10004037794.Raver2,Raver2
1102,10002899895.Gm12129,Gm12129
1103,506849.Ccne2,Ccne2
1104,10003842210.Gm4939,Gm4939
1105,514842.Cdc6,Cdc6
1106,10002917013.Spocd1,Spocd1
1107,510969.Hba-ps3,Hba-ps3
1108,10002909069.Sass6,Sass6
1109,10002923640.Gm11445,Gm11445
1110,10004036016.Rdh7,Rdh7
1111,10004034095.Inka2,Inka2
1112,10002898679.Gm7556,Gm7556
1113,503396.Mpped2,Mpped2
1114,10003839827.Fam184a,Fam184a
1115,10003841981.Gm4419,Gm4419
1116,10003839527.Stard9,Stard9
1117,10003837898.Susd2,Susd2
1118,10002935399.Mettl21e,Mettl21e
1119,10003840148.Trbv31,Trbv31
1120,10003842000.Btbd35f24,Btbd35f24
1121,10003845494.Spcs2-ps,Spcs2-ps
1122,10002897231.Gm47810,Gm47810
1123,10004036471.Olfm4,Olfm4
1124,10003843675.Gm5697,Gm5697
1125,500728.Gm10722,Gm10722
1126,511481.Gm11978,Gm11978
1127,10002944095.Aknad1,Aknad1
1128,10002900809.Kif27,Kif27
1129,10003836626.Zfp27,Zfp27
1130,10003837691.Slc7a8,Slc7a8
1131,10003117316.Gm28053,Gm28053
1132,10003841752.Mpped2,Mpped2
1133,10003838973.A230107N01Rik,A230107N01Rik
1134,519535.Evi2,Evi2
1135,10003837686.Nupl1,Nupl1
1136,10002906591.Nbeal1,Nbeal1
1137,10004035298.Rxylt1,Rxylt1
1138,511352.4930554H23Rik,4930554H23Rik
1139,10002943005.Gm16228,Gm16228
1140,515930.Stmn4,Stmn4
1141,514146.Pbld2,Pbld2
1142,10002906295.Dhx57,Dhx57
1143,10002922663.Tm9sf2,Tm9sf2
1144,509724.Prap1,Prap1
1145,10002926242.Abca15,Abca15
1146,514849.Zfp90,Zfp90
1147,10002909330.H1f7,H1f7
1148,510796.Zfp141,Zfp141
1149,10002914766.Gm49792,Gm49792
1150,10002947829.Acot2,Acot2
1151,497814.Hrnr,Hrnr
1152,508352.Dctn3,Dctn3
1153,519366.Nox4,Nox4
1154,1365001.Chkb,Chkb
1155,10003843623.Gm27306,Gm27306
1156,10002909650.Sap18b,Sap18b
1157,515813.Adipor1,Adipor1
1158,10002922501.Gm3888,Gm3888
1159,10003843108.Fam193b,Fam193b
1160,10002903934.Sec24a,Sec24a
1161,10002909395.Gm37580,Gm37580
1162,512678.Uxt,Uxt
1163,10002917229.Nkx2-6,Nkx2-6
1164,1372952.Arih1,Arih1
1165,519644.Crls1,Crls1
1166,502579.Olfr1509,Olfr1509
1167,500799.Tmem128,Tmem128
1168,10002912191.Zfp768,Zfp768
1169,502245.Zfp553,Zfp553
1170,10002924718.Gm29273,Gm29273
1171,515108.Tnk2,Tnk2
1172,10004034470.Gm44150,Gm44150
1173,10003844558.Fmnl1,Fmnl1
1174,10002933310.Gm14250,Gm14250
1175,10003835933.Ighv9-2,Ighv9-2
1176,10002935984.Gm42922,Gm42922
1177,511939.Gm4553,Gm4553
1178,513531.Gm44123,Gm44123
1179,10002928425.Marchf10,Marchf10
1180,517391.4930580E04Rik,4930580E04Rik
1181,10002901367.Mogat2,Mogat2
1182,10002913295.H2az2,H2az2
1183,10004036050.Cyp27b1,Cyp27b1
1184,10003845247.Gm7781,Gm7781
1185,502399.Slk,Slk
1186,10002948408.Slc35g1,Slc35g1
1187,519524.Prkce,Prkce
1188,10002902257.Vwa7,Vwa7
1189,508225.Btd,Btd
1190,511325.Bend4,Bend4
1191,1015747.Igkv4-91,Igkv4-91
1192,502855.Scn8a,Scn8a
1193,10003844509.Fbxl20,Fbxl20
1194,10002903734.Gm4760,Gm4760
1195,10002915026.Dmp1,Dmp1
1196,499336.Serp2,Serp2
1197,10002933510.B230312C02Rik,B230312C02Rik
1198,10003114883.Gm15593,Gm15593
1199,10004033507.Vmn1r-ps48,Vmn1r-ps48
1200,10003837012.Gpm6b,Gpm6b
1201,10002902390.Trim30c,Trim30c
1202,10002678749.Egr1,Egr1
1203,512285.Gm6032,Gm6032
1204,505646.Rps13-ps2,Rps13-ps2
1205,501668.Mest,Mest
1206,499492.Slc6a18,Slc6a18
1207,10003842735.Gm17895,Gm17895
1208,10002898178.Tet2,Tet2
1209,10003836118.Gm1587,Gm1587
1210,10002904006.Ankrd46,Ankrd46
1211,10003838079.Ccser1,Ccser1
1212,10002678742.Zfp334,Zfp334
1213,1375191.Gas7,Gas7
1214,10002905783.Ythdf2,Ythdf2
1215,499505.Mettl26,Mettl26
1216,10004033715.Olfr1294,Olfr1294
1217,10003845811.Gm48355,Gm48355
1218,10003836132.Gm4813,Gm4813
1219,503753.Gbp3,Gbp3
1220,517294.Eya2,Eya2
1221,506022.Lrrn1,Lrrn1
1222,10002899597.Zfp260,Zfp260
1223,10003115747.Ptprh,Ptprh
1224,10003839485.D430042O09Rik,D430042O09Rik
1225,10003839800.Gm44878,Gm44878
1226,498014.Bard1,Bard1
1227,10003838232.Tnfsf10,Tnfsf10
1228,10002678166.Rasa1,Rasa1
1229,10002896533.Agbl4,Agbl4
1230,1485450.Nat3,Nat3
1231,519246.Ktn1,Ktn1
1232,10004034527.Ttn,Ttn
1233,511139.Nkx6-2,Nkx6-2
1234,10002935011.Gm28002,Gm28002
1235,10002947981.Vav2,Vav2
1236,10002899304.4930550C14Rik,4930550C14Rik
1237,10004033214.Ttr,Ttr
1238,514071.Avpi1,Avpi1
1239,10003839990.B230312C02Rik,B230312C02Rik
1240,500586.Plxnb3,Plxnb3
1241,10002931409.Gm24160,Gm24160
1242,502067.Adam24,Adam24
1243,10003842815.Gm43675,Gm43675
1244,516656.Rnd3,Rnd3
1245,10002898984.Olfr837,Olfr837
1246,10003843709.Gm12630,Gm12630
1247,499320.Hesx1,Hesx1
1248,10002921387.Rora,Rora
1249,10002909680.Anapc7,Anapc7
1250,10003844093.Pgp,Pgp
1251,10004038228.Olfr983,Olfr983
1252,10002908886.Egln3,Egln3
1253,10002911189.Aars2,Aars2
1254,517126.Tjp2,Tjp2
1255,10004036177.Gm3099,Gm3099
1256,10004033170.Vmn2r66,Vmn2r66
1257,517940.Csad,Csad
1258,513585.Gm12338,Gm12338
1259,10002923515.Gm43154,Gm43154
1260,10003840333.Zfp827,Zfp827
1261,507204.Peg10,Peg10
1262,10002949084.Asb8,Asb8
1263,498657.Cmpk2,Cmpk2
1264,10002901682.Mlc1,Mlc1
1265,10002932951.Wnt7b,Wnt7b
1266,10002905792.Gm11604,Gm11604
1267,10003844026.Ccdc192,Ccdc192
1268,10004037258.Acr,Acr
1269,10004034700.Adsl,Adsl
1270,10003116328.Gm7962,Gm7962
1271,1008830.Dmrtb1,Dmrtb1
1272,512246.Eif3d,Eif3d
1273,517339.St3gal5,St3gal5
1274,10002906836.Cldn23,Cldn23
1275,10002904003.Gm8844,Gm8844
1276,10003843036.Gm15760,Gm15760
1277,10004035890.Dock1,Dock1
1278,10002940212.Muc19,Muc19
1279,513109.Nfat5,Nfat5
1280,508832.Ddr2,Ddr2
1281,1364915.Zfp1,Zfp1
1282,10002923013.Gm42594,Gm42594
1283,10003837881.AW046200,AW046200
1284,1481006.Ptgdr,Ptgdr
1285,518962.Zfp113,Zfp113
1286,10003839327.Bex6,Bex6
1287,506345.4930567K12Rik,4930567K12Rik
1288,505969.Tom1l1,Tom1l1
1289,499729.Wwtr1,Wwtr1
1290,1364374.Ggta1,Ggta1
1291,10002912520.Psmd12,Psmd12
1292,10003841883.Rabgap1l,Rabgap1l
1293,10003842844.Gm13489,Gm13489
1294,498431.1700022A21Rik,1700022A21Rik
1295,10003838795.Gm773,Gm773
1296,1015133.Ctla2b,Ctla2b
1297,10004036892.Exog,Exog
1298,10002678080.Anks1,Anks1
1299,507211.Tex46,Tex46
1300,10002918299.Tarbp1,Tarbp1
1301,10004035453.Dusp18,Dusp18
1302,10004033728.Ccdc85b,Ccdc85b
1303,1365616.Dlx3,Dlx3
1304,10002910383.Gm6727,Gm6727
1305,10003838466.Ezr,Ezr
1306,512432.Timm10,Timm10
1307,10003837640.Cdh6,Cdh6
1308,10002903917.Ajap1,Ajap1
1309,511264.Reln,Reln
1310,10003839379.Brd1,Brd1
1311,10003839412.Gm11680,Gm11680
1312,10002949714.Kcnc1,Kcnc1
1313,10004035269.Zfp869,Zfp869
1314,502606.Fbxw4,Fbxw4
1315,10002897927.Stard7,Stard7
1316,10004034469.Ddah1,Ddah1
1317,10003841792.Gm13188,Gm13188
1318,510564.Prss39,Prss39
1319,10002171790.Pebp1,Pebp1
1320,10002928964.Gm29100,Gm29100
1321,10003843614.Trbv12-2,Trbv12-2
1322,507810.Plac8,Plac8
1323,10002903390.Mrpl22,Mrpl22
1324,10004033528.Ippk,Ippk
1325,10004035429.Gm26868,Gm26868
1326,10002923353.Gm6077,Gm6077
1327,10003840249.Fam217b,Fam217b
1328,514529.Aff3,Aff3
1329,10003839203.Gm28198,Gm28198
1330,10002913983.Cfap52,Cfap52
1331,10003836710.Gm5552,Gm5552
1332,10004036396.Fem1c,Fem1c
1333,10003837685.Sema3g,Sema3g
1334,512273.Gm25534,Gm25534
1335,10003841884.Gm8403,Gm8403
1336,10002896038.Fam210b,Fam210b
1337,10004036382.Olfr1162,Olfr1162
1338,518766.Tlx3,Tlx3
1339,10003845464.Prrc2c,Prrc2c
1340,10002942511.Gapvd1,Gapvd1
1341,10002904697.Slc30a2,Slc30a2
1342,503583.4930414N06Rik,4930414N06Rik
1343,497903.Cemip,Cemip
1344,10003839567.Thada,Thada
1345,10003838152.Dnaja1,Dnaja1
1346,10004033142.Pcdhgc4,Pcdhgc4
1347,10004038139.Zfyve9,Zfyve9
1348,10003840479.9330171B17Rik,9330171B17Rik
1349,10002173015.Map1a,Map1a
1350,10002912033.Tent5b,Tent5b
1351,10002902114.Slc2a7,Slc2a7
1352,10002906457.Fam193b,Fam193b
1353,10002901691.Tasp1,Tasp1
1354,10004034978.Dido1,Dido1
1355,10002901556.Gm12389,Gm12389
1356,508490.Pbxip1,Pbxip1
1357,10003117854.Gm26510,Gm26510
1358,502365.Cypt4,Cypt4
1359,10002908896.Septin6,Septin6
1360,515982.Txlna,Txlna
1361,10002938950.Gm22603,Gm22603
1362,515495.Gm19689,Gm19689
1363,515370.H1f2,H1f2
1364,10002899008.Lyrm4,Lyrm4
1365,517508.Iigp1,Iigp1
1366,509683.Tmem97,Tmem97
1367,10002900231.Tmem17,Tmem17
1368,516473.Gpx4-ps1,Gpx4-ps1
1369,519018.Antxr2,Antxr2
1370,10003843920.Snrpa,Snrpa
1371,10003842862.4930583P06Rik,4930583P06Rik
1372,500466.Aqp8,Aqp8
1373,10002903115.Angptl8,Angptl8
1374,10004037370.Acp2,Acp2
1375,509920.Tbx15,Tbx15
1376,10003838691.Rbm3os,Rbm3os
1377,502307.1700112J16Rik,1700112J16Rik
1378,10004035969.Cyhr1,Cyhr1
1379,10004033483.Pld1,Pld1
1380,505254.Ccdc88c,Ccdc88c
1381,10003842712.Gm9730,Gm9730
1382,10003116176.Kif16b,Kif16b
1383,10002931985.Gm13466,Gm13466
1384,10004033898.Polr3d,Polr3d
1385,10003837261.Fmnl2,Fmnl2
1386,10002913895.Ints2,Ints2
1387,10003842442.Gm18907,Gm18907
1388,10002905637.Afg3l2,Afg3l2
1389,10003842989.Gm50442,Gm50442
1390,511584.2310043M15Rik,2310043M15Rik
1391,501565.Camta1,Camta1
1392,10003116200.Mapre2,Mapre2
1393,10003839583.Dcc,Dcc
1394,10002947044.Gpc5,Gpc5
1395,10004037268.Olfr1168,Olfr1168
1396,10004036540.5730403I07Rik,5730403I07Rik
1397,515340.Mxd4,Mxd4
1398,10004036907.Olfr66,Olfr66
1399,10002929657.Atf1,Atf1
1400,10004036661.H4c3,H4c3
1401,10002917654.Gm7984,Gm7984
1402,10002932830.Phlpp2,Phlpp2
1403,10002912280.Gm6756,Gm6756
1404,10004037566.Vmn1r237,Vmn1r237
1405,10003838760.Gm37338,Gm37338
1406,499339.Slc46a1,Slc46a1
1407,1011316.Itgb4,Itgb4
1408,10003845294.Nudt17,Nudt17
1409,1480907.Gabrg1,Gabrg1
1410,507512.Gm9385,Gm9385
1411,10003844673.Nrp1,Nrp1
1412,508064.Ebf1,Ebf1
1413,10003845700.Gm37833,Gm37833
1414,592312.Wwc1,Wwc1
1415,518270.4933412L11Rik,4933412L11Rik
1416,517776.Pou2af1,Pou2af1
1417,10003837915.Sobp,Sobp
1418,507938.4933413J09Rik,4933413J09Rik
1419,507310.Ptpra,Ptpra
1420,10002914952.Vmn2r-ps24,Vmn2r-ps24
1421,10003839565.Serac1,Serac1
1422,10004037881.Vmn1r55,Vmn1r55
1423,10004037389.Zfp398,Zfp398
1424,10003839846.4933427I22Rik,4933427I22Rik
1425,10002934161.Tmem164,Tmem164
1426,10002915300.Atrn,Atrn
1427,10004033350.E2f4,E2f4
1428,10002950229.Pigg,Pigg
1429,10002945132.Platr7,Platr7
1430,500032.Cd4,Cd4
1431,10002919736.Adamts18,Adamts18
1432,10004036027.Tmem94,Tmem94
1433,508856.Usp50,Usp50
1434,10003845447.Cd247,Cd247
1435,502212.Sp100,Sp100
1436,10003839740.Dlc1,Dlc1
1437,10002897825.Espn,Espn
1438,512320.Pak3,Pak3
