X,gene.id,symbol,entrez_id,chr,start,end,middle,strand
16571,10002917209,Asb10,,,,,,
16572,10002917214,Kif18a,,,,,,
16573,10002917218,Spaar,,,,,,
16574,10002917224,Zfp712,,,,,,
16575,10002917228,Cyb5d2,,,,,,
16576,10002917229,Nkx2-6,,,,,,
16577,10002917235,Pou6f2,,,,,,
16578,10002917238,Ppm1h,,,,,,
16579,10002917239,Ighv1-86,,,,,,
16580,10002917244,Klrb1,,,,,,
16581,10002917247,Gprin2,,,,,,
16582,10002917250,Gm9317,,,,,,
16583,10002917252,Havcr2,,,,,,
16584,10002917253,Rnf121,,,,,,
16585,10002917266,A430005L14Rik,,,,,,
16586,10002917273,Uspl1,,,,,,
16587,10002917276,Shb,,,,,,
16588,10002917277,Gm5291,,,,,,
16589,10002917279,Rps12-ps1,,,,,,
16590,10002917281,Abcc12,,,,,,
16591,10002917282,Slc10a6,,,,,,
16592,10002917286,Trp53rka,,,,,,
16593,10002917288,Ldlrap1,,,,,,
16594,10002917294,Cryz,,,,,,
16595,10002917295,Iqub,,,,,,
16596,10002917299,Nhs,,,,,,
16597,10002917302,Acod1,,,,,,
16598,10002917303,Plekha4,,,,,,
16599,10002917305,Gm3788,,,,,,
16600,10002917308,Olfr531,,,,,,
16601,10002917309,Lax1,,,,,,
16602,10002917316,Col22a1,,,,,,
16603,10002917326,Cyp4b1-ps2,,,,,,
16604,10002917328,Klhl28,,,,,,
16605,10002917330,Pop5,,,,,,
16606,10002917339,Nt5dc3,,,,,,
16607,10002917341,Krtap10-4,,,,,,
16608,10002917342,Il1rapl1,,,,,,
16609,10002917343,Ankrd11,,,,,,
16610,10002917348,Lrp2,,,,,,
16611,10002917350,Svil,,,,,,
16612,10002917354,Afap1l1,,,,,,
16613,10002917356,Cybc1,,,,,,
16614,10002917357,Has1,,,,,,
16615,10002917360,Nr3c2,,,,,,
16616,10002917365,Foxl2,,,,,,
16617,10002917373,Tgif2-ps1,,,,,,
16618,10002917385,Mrtfa,,,,,,
16619,10002917386,Rnf144a,,,,,,
16620,10002917392,Fam222a,,,,,,
16621,10002917398,Rbm11,,,,,,
16622,10002917402,Fam180a,,,,,,
16623,10002917404,Nsdhl,,,,,,
16624,10002917405,Lrrc18,,,,,,
16625,10002917408,BC048403,,,,,,
16626,10002917410,Olfr836,,,,,,
16627,10002917411,Pds5b,,,,,,
16628,10002917416,Bcl2a1c,,,,,,
16629,10002917422,Saysd1,,,,,,
16630,10002917425,Gnaz,,,,,,
16631,10002917445,Hectd3,,,,,,
16632,10002917448,Gm15190,,,,,,
16633,10002917454,Uqcc3,,,,,,
16634,10002917463,Tpcn2,,,,,,
16635,10002917464,Gm9143,,,,,,
16636,10002917468,Gm4919,,,,,,
16637,10002917469,Catsperg1,,,,,,
16638,10002917472,Gm17830,,,,,,
16639,10002917473,Pcdha11,,,,,,
16640,10002917477,Rtp4,,,,,,
16641,10002917491,Arhgap9,,,,,,
16642,10002917494,Gm14457,,,,,,
16643,10002917496,Cdc73,,,,,,
16644,10002917498,Adgrf5,,,,,,
16645,10002917499,Trappc8,,,,,,
16646,10002917500,Ankrd13a,,,,,,
16647,10002917505,Zswim9,,,,,,
16648,10002917512,Ano3,,,,,,
16649,10002917515,Gm20498,,,,,,
16650,10002917517,Rbm18,,,,,,
16651,10002917526,Smim7,,,,,,
16652,10002917539,Ppp1r2-ps2,,,,,,
16653,10002917543,Sprr2i,,,,,,
16654,10002917546,Gm3257,,,,,,
16655,10002917548,Fcgr3,,,,,,
16656,10002917559,Vax2os,,,,,,
16657,10002917561,Hspa14,,,,,,
16658,10002917562,Gm1966,,,,,,
16659,10002917564,Agtr1a,,,,,,
16660,10002917565,Ugt1a6a,,,,,,
16661,10002917573,Olfr700,,,,,,
16662,10002917578,Cbx3-ps7,,,,,,
16663,10002917587,Krt4,,,,,,
16664,10002917594,Gm5392,,,,,,
16665,10002917596,Kcng3,,,,,,
16666,10002917605,Elavl2,,,,,,
16667,10002917607,Fam20a,,,,,,
16668,10002917611,Aida,,,,,,
16669,10002917612,Znrd1as,,,,,,
16670,10002917614,Lingo2,,,,,,
16671,10002917616,Fut2,,,,,,
16672,10002917620,Fundc1,,,,,,
16673,10002917625,Pkhd1,,,,,,
16674,10002917635,Styk1,,,,,,
16675,10002917642,Gm47172,,,,,,
16676,10002917645,Ccdc201,,,,,,
16677,10002917651,Gsap,,,,,,
16678,10002917654,Gm7984,,,,,,
16679,10002917659,Cyp2c66,,,,,,
16680,10002917661,Gm8115,,,,,,
16681,10002917665,Best3,,,,,,
16682,10002917667,Gm9614,,,,,,
16683,10002917669,Otulinl,,,,,,
16684,10002917672,Tmie,,,,,,
16685,10002917673,Srcin1,,,,,,
16686,10002917676,Ncoa7,,,,,,
16687,10002917681,Stra8,,,,,,
16688,10002917684,Gtf2f2,,,,,,
16689,10002917689,Ankrd35,,,,,,
16690,10002917691,Spire2,,,,,,
16691,10002917693,Ldc1,,,,,,
16692,10002917694,Gm17212,,,,,,
16693,10002917698,Fdxr,,,,,,
16694,10002917706,Dst,,,,,,
16695,10002917720,A430060F13Rik,,,,,,
16696,10002917727,Ccno,,,,,,
16697,10002917730,Jph4,,,,,,
16698,10002917733,Neurl2,,,,,,
16699,10002917734,P2rx2,,,,,,
16700,10002917736,Wfdc9,,,,,,
16701,10002917740,Adgrg5,,,,,,
16702,10002917742,Taf9b,,,,,,
16703,10002917745,Fnip2,,,,,,
16704,10002917746,Gm648,,,,,,
16705,10002917748,Gm16373,,,,,,
16706,10002917754,Mamstr,,,,,,
16707,10002917755,Fkbp3,,,,,,
16708,10002917756,Map2,,,,,,
16709,10002917759,Neil3,,,,,,
16710,10002917770,Olfr729,,,,,,
16711,10002917777,Cilp2,,,,,,
16712,10002917781,Gm13508,,,,,,
16713,10002917782,Gm8365,,,,,,
16714,10002917784,Gm29787,,,,,,
16715,10002917795,Gm12248,,,,,,
16716,10002917800,Psme4,,,,,,
16717,10002917809,Olfr935,,,,,,
16718,10002917826,Clec9a,,,,,,
16719,10002917846,Tfb1m,,,,,,
16720,10002917847,Colec12,,,,,,
16721,10002917849,Atxn7l1,,,,,,
16722,10002917851,Olfr507,,,,,,
16723,10002917855,Trim38,,,,,,
16724,10002917860,Slc22a14,,,,,,
16725,10002917864,Zfp263,,,,,,
16726,10002917865,Crygn,,,,,,
16727,10002917866,Lce1c,,,,,,
16728,10002917868,Gm3861,,,,,,
16729,10002917870,Dpep2,,,,,,
16730,10002917871,Fam149a,,,,,,
16731,10002917875,Gm25775,,,,,,
16732,10002917880,Trabd,,,,,,
16733,10002917885,B230110C06Rik,,,,,,
16734,10002917887,Nomo1,,,,,,
16735,10002917889,Pim2,,,,,,
16736,10002917891,Dcst2,,,,,,
16737,10002917895,Rc3h1,,,,,,
16738,10002917896,Nek9,,,,,,
16739,10002917897,Esrp1,,,,,,
16740,10002917898,Tmem14a,,,,,,
16741,10002917899,Cep83,,,,,,
16742,10002917910,Csnk1d,,,,,,
16743,10002917912,Cd3d,,,,,,
16744,10002917913,Lrrc58,,,,,,
16745,10002917916,A4galt,,,,,,
16746,10002917919,Mtmr6,,,,,,
16747,10002917930,Pcp4l1,,,,,,
16748,10002917933,Tk1,,,,,,
16749,10002917939,Hspa12b,,,,,,
16750,10002917945,Ormdl2,,,,,,
16751,10002917947,Ccdc174,,,,,,
16752,10002917955,Gm4779,,,,,,
16753,10002917956,C1s1,,,,,,
16754,10002917957,Pgm2l1,,,,,,
16755,10002917960,Zfp661,,,,,,
16756,10002917970,Samd4b,,,,,,
16757,10002917975,Zbbx,,,,,,
16758,10002917978,Slc4a9,,,,,,
16759,10002917979,Olfr61,,,,,,
16760,10002917992,Olfr1232,,,,,,
16761,10002917993,Appl1,,,,,,
16762,10002917996,Oas1g,,,,,,
16763,10002917999,Rasal1,,,,,,
16764,10002918001,Mgam,,,,,,
16765,10002918006,Septin12,,,,,,
16766,10002918008,Dcaf12l1,,,,,,
16767,10002918009,Gm23551,,,,,,
16768,10002918016,Lrrtm3,,,,,,
16769,10002918021,Pm20d1,,,,,,
16770,10002918023,Plxnd1,,,,,,
16771,10002918031,Lrrc31,,,,,,
16772,10002918033,Pmpcb,,,,,,
16773,10002918044,Gm9790,,,,,,
16774,10002918047,Gm44336,,,,,,
16775,10002918049,Klra4,,,,,,
16776,10002918054,Zfp317,,,,,,
16777,10002918058,Zgrf1,,,,,,
16778,10002918064,Olfr477,,,,,,
16779,10002918066,Fbxo42,,,,,,
16780,10002918067,Slc4a11,,,,,,
16781,10002918074,4921509C19Rik,,,,,,
16782,10002918076,Gm12216,,,,,,
16783,10002918081,Slc35c2,,,,,,
16784,10002918082,Ids,,,,,,
16785,10002918089,Stip1,,,,,,
16786,10002918094,Myh9,,,,,,
16787,10002918098,Tmem160,,,,,,
16788,10002918100,Panx1,,,,,,
16789,10002918111,Kcmf1,,,,,,
16790,10002918114,Wdr3,,,,,,
16791,10002918116,Ankrd6,,,,,,
16792,10002918133,Dhrs9,,,,,,
16793,10002918134,Unc79,,,,,,
16794,10002918136,Olfr39,,,,,,
16795,10002918139,Ankrd28,,,,,,
16796,10002918140,Metap1,,,,,,
16797,10002918141,Acsm5,,,,,,
16798,10002918144,Gm15417,,,,,,
16799,10002918146,Slc6a20a,,,,,,
16800,10002918147,Dnah1,,,,,,
16801,10002918148,Vmn1r62,,,,,,
16802,10002918152,1700123O20Rik,,,,,,
16803,10002918155,Adora1,,,,,,
16804,10002918158,Sp5,,,,,,
16805,10002918159,Flvcr2,,,,,,
16806,10002918161,Cyp11b1,,,,,,
16807,10002918168,Asb5,,,,,,
16808,10002918173,Gm17867,,,,,,
16809,10002918175,Fam160b1,,,,,,
16810,10002918180,Apol7a,,,,,,
16811,10002918185,Klhl33,,,,,,
16812,10002918203,Gm5717,,,,,,
16813,10002918205,Olfr74,,,,,,
16814,10002918207,Vpreb1,,,,,,
16815,10002918211,Fbxl21,,,,,,
16816,10002918213,Ap4s1,,,,,,
16817,10002918218,Erlin2,,,,,,
16818,10002918221,Mmachc,,,,,,
16819,10002918222,Myl12b,,,,,,
16820,10002918225,Tubb2a,,,,,,
16821,10002918232,Zfyve1,,,,,,
16822,10002918233,Gm43173,,,,,,
16823,10002918234,Dnaaf5,,,,,,
16824,10002918237,Gm6203,,,,,,
16825,10002918238,Rab11a,,,,,,
16826,10002918244,Ano7,,,,,,
16827,10002918249,Fcrl5,,,,,,
16828,10002918251,Skor1,,,,,,
16829,10002918252,Nav2,,,,,,
16830,10002918253,Nell1,,,,,,
16831,10002918255,Sgcz,,,,,,
16832,10002918257,Bank1,,,,,,
16833,10002918261,Rhbdf2,,,,,,
16834,10002918266,Ptpn5,,,,,,
16835,10002918269,Hdhd2,,,,,,
16836,10002918273,Scamp2,,,,,,
16837,10002918277,Cab39,,,,,,
16838,10002918280,Gm5690,,,,,,
16839,10002918281,Scai,,,,,,
16840,10002918285,Gnal,,,,,,
16841,10002918290,Gm6705,,,,,,
16842,10002918291,Cpped1,,,,,,
16843,10002918296,Gm12800,,,,,,
16844,10002918299,Tarbp1,,,,,,
16845,10002918300,Gm15747,,,,,,
16846,10002918302,Otulin,,,,,,
16847,10002918305,Arhgef33,,,,,,
16848,10002918311,Sgtb,,,,,,
16849,10002918349,Fam131c,,,,,,
16850,10002918351,Zfp282,,,,,,
16851,10002918352,Gm14676,,,,,,
16852,10002918354,Cblb,,,,,,
16853,10002918355,Taar9,,,,,,
16854,10002918358,Nsun3,,,,,,
16855,10002918366,Nlrp4f,,,,,,
16856,10002918370,Prkag3,,,,,,
16857,10002918375,Prpf19,,,,,,
16858,10002918380,Wdr37,,,,,,
16859,10002918382,Vstm5,,,,,,
16860,10002918389,Anapc11,,,,,,
16861,10002918391,Ms4a8a,,,,,,
16862,10002918394,Slc26a8,,,,,,
16863,10002918397,Cd209a,,,,,,
16864,10002918398,Gm13419,,,,,,
16865,10002918404,Zgpat,,,,,,
16866,10002918408,Xpot,,,,,,
16867,10002918409,Gm8797,,,,,,
16868,10002918412,Nek5,,,,,,
16869,10002918419,Rilp,,,,,,
16870,10002918420,Cnot6l,,,,,,
16871,10002918421,Rab1a,,,,,,
16872,10002918430,Ufd1,,,,,,
16873,10002918434,Ttc36,,,,,,
16874,10002918437,Sec13,,,,,,
16875,10002918443,Msantd4,,,,,,
16876,10002918445,Frmd5,,,,,,
16877,10002918452,Arxes1,,,,,,
16878,10002918456,Cdk12,,,,,,
16879,10002918460,Gm11892,,,,,,
16880,10002918462,Gpc4,,,,,,
16881,10002918467,Angel2,,,,,,
16882,10002918470,Mydgf,,,,,,
16883,10002918471,Bud13,,,,,,
16884,10002918472,Kif1c,,,,,,
16885,10002918474,Ece1,,,,,,
16886,10002918475,Dennd3,,,,,,
16887,10002918476,Zar1,,,,,,
16888,10002918479,Phtf1,,,,,,
16889,10002918482,Kif2c,,,,,,
16890,10002918483,Baz2b,,,,,,
16891,10002918484,St8sia6,,,,,,
16892,10002918485,Tlr12,,,,,,
16893,10002918489,Malrd1,,,,,,
16894,10002918493,Gspt2,,,,,,
16895,10002918496,Ocm,,,,,,
16896,10002918498,Neto1,,,,,,
16897,10002918499,Klk1b27,,,,,,
16898,10002918500,Dok4,,,,,,
16899,10002918501,Gm26839,,,,,,
16900,10002918504,Fan1,,,,,,
16901,10002918510,Lig4,,,,,,
16902,10002918517,Ctnna3,,,,,,
16903,10002918518,Ntn5,,,,,,
16904,10002918527,Blzf1,,,,,,
16905,10002918532,Uvrag,,,,,,
16906,10002918534,Gm7002,,,,,,
16907,10002918537,Orm3,,,,,,
16908,10002918538,Ptpn21,,,,,,
16909,10002918540,Agr3,,,,,,
16910,10002918551,Wfdc11,,,,,,
16911,10002918555,Ric3,,,,,,
16912,10002918557,Sorcs3,,,,,,
16913,10002918567,BC021767,,,,,,
16914,10002918568,R3hdm1,,,,,,
16915,10002918569,Gcm1,,,,,,
16916,10002918572,Clec4a1,,,,,,
16917,10002918582,Kcna4,,,,,,
16918,10002918583,Lrrc73,,,,,,
16919,10002918588,Gjd3,,,,,,
16920,10002918594,Gm5110,,,,,,
16921,10002918605,Shprh,,,,,,
16922,10002918606,Adck5,,,,,,
16923,10002918610,Gm37688,,,,,,
16924,10002918612,Gm7341,,,,,,
16925,10002918618,Llph-ps1,,,,,,
16926,10002918621,Cdc42bpb,,,,,,
16927,10002918626,Mrpl50,,,,,,
16928,10002918628,Alpk3,,,,,,
16929,10002918640,Cntnap4,,,,,,
16930,10002918641,Galnt9,,,,,,
16931,10002918643,Mak16,,,,,,
16932,10002918644,Ano4,,,,,,
16933,10002918645,Cdhr5,,,,,,
16934,10002918652,Slc44a2,,,,,,
16935,10002918661,4930432K21Rik,,,,,,
16936,10002918663,Shfl,,,,,,
16937,10002918669,Ypel4,,,,,,
16938,10002918677,Gm12723,,,,,,
16939,10002918678,Actr2,,,,,,
16940,10002918683,Slc38a2,,,,,,
16941,10002918685,Tmem106c,,,,,,
16942,10002918686,Sash3,,,,,,
16943,10002918689,Coq3,,,,,,
16944,10002918690,Gm33882,,,,,,
16945,10002918698,Vmn2r-ps3,,,,,,
16946,10002918700,Gm6569,,,,,,
16947,10002918703,Arl4c,,,,,,
16948,10002918705,Mdga1,,,,,,
16949,10002918707,Gm8807,,,,,,
16950,10002918709,Olfr1496,,,,,,
16951,10002918711,Hddc3,,,,,,
16952,10002918716,Sval2,,,,,,
16953,10002918718,Fut8,,,,,,
16954,10002918721,Mtmr2,,,,,,
16955,10002918726,Ehmt2,,,,,,
16956,10002918729,Gm7719,,,,,,
16957,10002918736,Dhx37,,,,,,
16958,10002918738,Dkk4,,,,,,
16959,10002918744,Pik3cg,,,,,,
16960,10002918748,Gm13665,,,,,,
16961,10002918751,Mterf2,,,,,,
16962,10002918761,Gm11517,,,,,,
16963,10002918772,Olfr770,,,,,,
16964,10002918783,Mospd2,,,,,,
16965,10002918785,Gm2447,,,,,,
16966,10002918803,Gpn1,,,,,,
16967,10002918805,Urad,,,,,,
16968,10002918808,Defb35,,,,,,
16969,10002918809,Anapc2,,,,,,
16970,10002918810,Pak2,,,,,,
16971,10002918811,Fahd2a,,,,,,
16972,10002918815,Pamr1,,,,,,
16973,10002918837,Frmd7,,,,,,
16974,10002918840,Jam3,,,,,,
16975,10002918844,Dglucy,,,,,,
16976,10002918852,Hyal3,,,,,,
16977,10002918855,Ctdsp1,,,,,,
16978,10002918860,Hscb,,,,,,
16979,10002918861,Lmcd1,,,,,,
16980,10002918870,Lypd6b,,,,,,
16981,10002918874,Ergic2,,,,,,
16982,10002918875,1700001L05Rik,,,,,,
16983,10002918877,Rnf14,,,,,,
16984,10002918881,Tssc4,,,,,,
16985,10002918885,Glrx3,,,,,,
16986,10002918886,Lrit3,,,,,,
16987,10002918894,Ak9,,,,,,
16988,10002918895,Zfp358,,,,,,
16989,10002918897,Slc25a29,,,,,,
16990,10002918898,Suco,,,,,,
16991,10002918902,Ift52,,,,,,
16992,10002918908,Ctr9,,,,,,
16993,10002918910,Zdhhc4,,,,,,
16994,10002918919,Lmo1,,,,,,
16995,10002918921,Gm5100,,,,,,
16996,10002918923,Fbxl20,,,,,,
16997,10002918932,Rnf126,,,,,,
16998,10002918935,Cpne3,,,,,,
16999,10002918938,Gbf1,,,,,,
17000,10002918940,Pusl1,,,,,,
17001,10002918949,Ctsz,,,,,,
17002,10002918953,Spg20,,,,,,
17003,10002918955,Erdr1,,,,,,
17004,10002918956,Zc3h12d,,,,,,
17005,10002918959,Magi2,,,,,,
17006,10002918966,Foxi2,,,,,,
17007,10002918971,Fbxl8,,,,,,
17008,10002918973,2810032G03Rik,,,,,,
17009,10002918977,Prrxl1,,,,,,
17010,10002918982,Ankfn1,,,,,,
17011,10002918985,Naa11,,,,,,
17012,10002918986,Fras1,,,,,,
17013,10002918992,Lce3c,,,,,,
17014,10002918993,Btg4,,,,,,
17015,10002918994,Usp48,,,,,,
17016,10002918998,Galnt12,,,,,,
17017,10002919000,Gm11730,,,,,,
17018,10002919004,Smim13,,,,,,
17019,10002919006,Gm15750,,,,,,
17020,10002919007,Pbx1,,,,,,
17021,10002919014,Dmrta1,,,,,,
17022,10002919015,Golga2,,,,,,
17023,10002919017,Olfr6,,,,,,
17024,10002919018,Vsig4,,,,,,
17025,10002919019,Olfr1336,,,,,,
17026,10002919027,Mical1,,,,,,
17027,10002919029,2410137M14Rik,,,,,,
17028,10002919037,Erich6,,,,,,
17029,10002919042,Mettl16,,,,,,
17030,10002919043,Rab3c,,,,,,
17031,10002919050,S1pr1,,,,,,
17032,10002919059,Gm8121,,,,,,
17033,10002919061,Cyth3,,,,,,
17034,10002919062,Polr2b,,,,,,
17035,10002919065,Gm11448,,,,,,
17036,10002919069,Wfdc5,,,,,,
17037,10002919070,Zranb2,,,,,,
17038,10002919072,Syne1,,,,,,
17039,10002919073,Nos3,,,,,,
17040,10002919074,Sox21,,,,,,
17041,10002919078,Sdk1,,,,,,
17042,10002919081,Rbm42,,,,,,
17043,10002919084,Gm7464,,,,,,
17044,10002919086,Myh8,,,,,,
17045,10002919089,Ybx3,,,,,,
17046,10002919093,Gm4918,,,,,,
17047,10002919097,Gm12384,,,,,,
17048,10002919099,Atp13a4,,,,,,
17049,10002919110,Fgfr3-ps,,,,,,
17050,10002919113,Prg2,,,,,,
17051,10002919118,Evi2,,,,,,
17052,10002919120,Cd46,,,,,,
17053,10002919137,Gm12634,,,,,,
17054,10002919138,Snx11,,,,,,
17055,10002919142,Gm2141,,,,,,
17056,10002919143,Fam78b,,,,,,
17057,10002919145,Suox,,,,,,
17058,10002919149,Ubald2,,,,,,
17059,10002919159,Gtpbp10,,,,,,
17060,10002919167,Tesk2,,,,,,
17061,10002919172,Dennd5b,,,,,,
17062,10002919180,Ndufs1,,,,,,
17063,10002919189,Ccnyl1,,,,,,
17064,10002919193,Bivm,,,,,,
17065,10002919197,Rcor1,,,,,,
17066,10002919200,Tm2d2,,,,,,
17067,10002919201,Ccp110,,,,,,
17068,10002919208,Gm43249,,,,,,
17069,10002919217,Bag2,,,,,,
17070,10002919218,Kat7,,,,,,
17071,10002919222,Smco1,,,,,,
17072,10002919223,Fsd1l,,,,,,
17073,10002919226,Olfr460,,,,,,
17074,10002919228,Gm13436,,,,,,
17075,10002919230,Inka1,,,,,,
17076,10002919241,Stimate,,,,,,
17077,10002919242,Csmd1,,,,,,
17078,10002919244,Ephx4,,,,,,
17079,10002919247,Gpr26,,,,,,
17080,10002919249,Gm8061,,,,,,
17081,10002919250,Clic6,,,,,,
17082,10002919251,Fam20b,,,,,,
17083,10002919252,Pdp1,,,,,,
17084,10002919253,Defb10,,,,,,
17085,10002919258,Rnf17,,,,,,
17086,10002919262,Slc6a7,,,,,,
17087,10002919267,Lama3,,,,,,
17088,10002919273,Acsl6,,,,,,
17089,10002919274,Smyd5,,,,,,
17090,10002919279,Pdxk,,,,,,
17091,10002919285,Setd7,,,,,,
17092,10002919295,Tlcd4,,,,,,
17093,10002919299,Ccnjl,,,,,,
17094,10002919302,Mfsd6l,,,,,,
17095,10002919304,Ugt2b36,,,,,,
17096,10002919309,Gm10649,,,,,,
17097,10002919311,Odf3l2,,,,,,
17098,10002919312,C1qa,,,,,,
17099,10002919315,Hmx2,,,,,,
17100,10002919317,Rhox3f,,,,,,
17101,10002919326,Lingo4,,,,,,
17102,10002919328,Ap1m2,,,,,,
17103,10002919329,A2ml1,,,,,,
17104,10002919330,Zfp598,,,,,,
17105,10002919331,Gm14519,,,,,,
17106,10002919335,Hdac8,,,,,,
17107,10002919350,Obox8,,,,,,
17108,10002919351,Dnajc3,,,,,,
17109,10002919352,Znhit1,,,,,,
17110,10002919364,Pou2f1,,,,,,
17111,10002919375,Uba1,,,,,,
17112,10002919377,Sox10,,,,,,
17113,10002919387,Tnfaip8l2,,,,,,
17114,10002919392,Tipin,,,,,,
17115,10002919393,Ehbp1,,,,,,
17116,10002919401,Ndufb4,,,,,,
17117,10002919402,Coq8b,,,,,,
17118,10002919405,Rtn4rl2,,,,,,
17119,10002919410,Gm550,,,,,,
17120,10002919412,Pcdha11,,,,,,
17121,10002919416,Piga,,,,,,
17122,10002919417,Sec14l4,,,,,,
17123,10002919421,Golm1,,,,,,
17124,10002919425,Ccnb1ip1,,,,,,
17125,10002919428,Tapbpl,,,,,,
17126,10002919430,Gm6195,,,,,,
17127,10002919437,Adamtsl3,,,,,,
17128,10002919440,Crtac1,,,,,,
17129,10002919443,Foxe3,,,,,,
17130,10002919446,Ntm,,,,,,
17131,10002919447,Cryzl2,,,,,,
17132,10002919449,Ppp1r12c,,,,,,
17133,10002919452,Rsph10b,,,,,,
17134,10002919454,4933434E20Rik,,,,,,
17135,10002919455,Gm12017,,,,,,
17136,10002919462,Tubal3,,,,,,
17137,10002919467,Edil3,,,,,,
17138,10002919469,BC049762,,,,,,
17139,10002919470,Pcdh11x,,,,,,
17140,10002919477,Lrrc14b,,,,,,
17141,10002919483,Gm266,,,,,,
17142,10002919496,Jak2,,,,,,
17143,10002919497,Gm49086,,,,,,
17144,10002919501,Edn2,,,,,,
17145,10002919503,Pycr1,,,,,,
17146,10002919506,Tlcd2,,,,,,
17147,10002919509,Gm9212,,,,,,
17148,10002919523,Bdh1,,,,,,
17149,10002919528,Dmac2l,,,,,,
17150,10002919534,Sting1,,,,,,
17151,10002919538,Myrf,,,,,,
17152,10002919548,Akap11,,,,,,
17153,10002919549,Ptgds,,,,,,
17154,10002919554,C2cd5,,,,,,
17155,10002919556,Trim8,,,,,,
17156,10002919562,Ube2e2,,,,,,
17157,10002919566,Safb2,,,,,,
17158,10002919573,Zfy1,,,,,,
17159,10002919581,Fam205c,,,,,,
17160,10002919588,Gm35912,,,,,,
17161,10002919596,Btg1,,,,,,
17162,10002919600,Gse1,,,,,,
17163,10002919602,Zscan10,,,,,,
17164,10002919609,Sox6,,,,,,
17165,10002919617,Akain1,,,,,,
17166,10002919622,Snx30,,,,,,
17167,10002919626,Gm25634,,,,,,
17168,10002919628,Pop5,,,,,,
17169,10002919650,Smco4,,,,,,
17170,10002919651,Olfr291,,,,,,
17171,10002919653,Gm37424,,,,,,
17172,10002919660,Frmpd4,,,,,,
17173,10002919661,Herc1,,,,,,
17174,10002919662,Gm48124,,,,,,
17175,10002919666,Arl14epl,,,,,,
17176,10002919673,Arfgef3,,,,,,
17177,10002919674,Rps2-ps2,,,,,,
17178,10002919684,Gm19118,,,,,,
17179,10002919686,Gm12449,,,,,,
17180,10002919692,Gm24993,,,,,,
17181,10002919695,Gm10804,,,,,,
17182,10002919712,Pacrg,,,,,,
17183,10002919719,Gm29234,,,,,,
17184,10002919722,4930529C04Rik,,,,,,
17185,10002919732,Pabpc1,,,,,,
17186,10002919736,Adamts18,,,,,,
17187,10002919790,Cnksr3,,,,,,
17188,10002919796,Gm29678,,,,,,
17189,10002919802,Gm37280,,,,,,
17190,10002919819,Gm28083,,,,,,
17191,10002919820,Kcnj3,,,,,,
17192,10002919825,Nsun3,,,,,,
17193,10002919831,Gm6685,,,,,,
17194,10002919858,Ptprtos,,,,,,
17195,10002919861,Gm33206,,,,,,
17196,10002919881,Olfr1152,,,,,,
17197,10002919891,Mir695,,,,,,
17198,10002919895,Vmn1r-ps16,,,,,,
17199,10002919898,Nat8l,,,,,,
17200,10002919910,Gm36569,,,,,,
17201,10002919911,3425401B19Rik,,,,,,
17202,10002919918,Etv6,,,,,,
17203,10002919920,Gm14219,,,,,,
17204,10002919946,4930402H24Rik,,,,,,
17205,10002919952,Gm33175,,,,,,
17206,10002919953,Cars2,,,,,,
17207,10002919956,4930481B07Rik,,,,,,
17208,10002919974,Slx4ip,,,,,,
17209,10002919988,Zeb2,,,,,,
17210,10002919994,Gm13632,,,,,,
17211,10002920020,Lcn6,,,,,,
17212,10002920021,Snhg10,,,,,,
17213,10002920025,Gm38025,,,,,,
17214,10002920026,Cfap73,,,,,,
17215,10002920037,4933416E03Rik,,,,,,
17216,10002920049,Clcn3,,,,,,
17217,10002920050,Gm42944,,,,,,
17218,10002920062,Mylk4,,,,,,
17219,10002920082,9530053A07Rik,,,,,,
17220,10002920092,Fbxo38,,,,,,
17221,10002920105,Gm9991,,,,,,
17222,10002920110,1700010I02Rik,,,,,,
17223,10002920111,Tchh,,,,,,
17224,10002920117,4930448C13Rik,,,,,,
17225,10002920128,Dlgap1,,,,,,
17226,10002920140,Vmn1r-ps100,,,,,,
17227,10002920158,V1rg10,,,,,,
17228,10002920162,Cadm2,,,,,,
17229,10002920173,Gimd1,,,,,,
17230,10002920177,Pitx2,,,,,,
17231,10002920211,Gm23035,,,,,,
17232,10002920216,Pax2,,,,,,
17233,10002920221,Kif1b,,,,,,
17234,10002920226,Arfgef1,,,,,,
17235,10002920241,Mzt1,,,,,,
17236,10002920250,Xkr4,,,,,,
17237,10002920257,Blnk,,,,,,
17238,10002920293,Gm27926,,,,,,
17239,10002920312,Gm10566,,,,,,
17240,10002920315,Atp2b3,,,,,,
17241,10002920338,Kmt2d,,,,,,
17242,10002920345,Gm20128,,,,,,
17243,10002920355,Rps6ka3,,,,,,
17244,10002920357,Vcp,,,,,,
17245,10002920361,Pcbd1,,,,,,
17246,10002920365,Mir6339,,,,,,
17247,10002920375,Gm48395,,,,,,
17248,10002920376,Fgd5,,,,,,
17249,10002920380,Zswim2,,,,,,
17250,10002920388,Maml3,,,,,,
17251,10002920403,Nkd1,,,,,,
17252,10002920414,1700016C15Rik,,,,,,
17253,10002920421,Gm7997,,,,,,
17254,10002920429,Gm9598,,,,,,
17255,10002920450,Lamp5,,,,,,
17256,10002920496,Mdn1,,,,,,
17257,10002920503,Lhfpl3,,,,,,
17258,10002920508,Cdr1,,,,,,
17259,10002920511,Gm43574,,,,,,
17260,10002920514,Olfr404-ps1,,,,,,
